Q00960|P31016
P12785|P12785
P32851|P63044
P60879|P60879
P19491|Q9EP80
P19492|Q9EP80
Q9WV48|P97836
P31016|P97836
Q00961|P31016
Q9Z214|Q9WV48
P19814|P84091
Q62968|P05943
P14925|O88869
P70604|P62161
Q02293|Q04631
P32851|P60879
P20781|Q03555
P19491|P97879
P32851|Q63666
P70552|P22288
P60879|P63044
Q63524|Q63584
B5DF45|Q6TMG5
P70579|A9UK05
O35821|O35876
Q63009|O70467
Q63009|Q63009
O70467|O70467
Q9Z1P3|O88498
O88498|O88996
Q04631|Q04631
P62482|P10499
Q9EP80|Q9EP80
Q9WTW1|P97879
Q9WTW1|Q9WTW1
P63041|P63044
P22002|O88751
O09171|O09171
O09171|P02770
P67870|P19139
P06761|P06761
P04218|P04218
P46462|O35987
Q08850|O70377
Q08850|P63044
P63044|O70377
P63011|Q62739
P63011|O35394
Q9Z214|Q9Z214
P19490|Q9WV48
P97836|P19490
P97837|Q9WV48
P97837|P97836
Q9JLI4|Q9JLI4
P97837|P31016
Q62696|P97839
Q62696|P97838
Q62696|P97836
Q62936|P97836
Q62936|P97837
Q62936|P97838
P31016|P97838
P31016|P97839
Q62696|P97837
Q00959|P31016
Q62645|P31016
P31016|Q792Q4
P31016|P11506
O35240|Q920G2
P70569|P07825
P07825|P19490
Q62910|O35179
Q62910|O35964
Q62910|O35180
P41350|P11915
P60879|Q9WU70
P33671|P97526
P19492|Q9WTW1
P19492|Q9QUL6
Q10758|P11530
Q9WV48|Q9EQL9
P31016|Q9EQL9
O09171|P06536
O09171|P27605
P23441|P51974
P06761|P38659
P61764|O35430
P61764|P31016
P61764|O35431
P31016|P70569
Q9JMG6|Q62627
Q62627|Q62627
Q9JKS6|O88778
Q9JKS6|O35394
Q9JKS6|P19490
O35394|Q63666
Q6NYB7|O35394
Q6RUV5|P68370
Q6RUV5|Q3KRE8
Q9Z1Y0|Q91XS8
O88498|Q925A9
Q460M5|P31016
O35179|P21575
O35964|P21575
P32851|P61764
Q10758|Q63279
P61764|Q08851
Q63155|Q8VHZ8
P10686|Q04589
P06685|P45592
Q5I0H0|P25095
O35180|P21575
P63011|P47709
Q7TSE9|O70127
Q6PSM0|Q7TSE9
P56536|P54256
Q9QXY2|P60879
Q62968|P69735
Q62968|Q8VHU1
Q62968|B1WC42
Q62968|A7U7N4
Q5XI32|P62775
Q99376|P70569
P63044|Q9QY78
Q5XIG5|Q9WV48
Q5XIG5|Q9Z214
O35240|Q9JJ19
P28572|P18614
Q06880|Q6MG49
Q9JIH7|P40748
Q9JIH7|Q925C0
P28572|P31016
Q9JIH7|P21707
Q62968|Q498D2
Q62968|Q9QZR8
Q62968|Q62632
Q62968|Q810W7
Q62968|Q5XIP1
Q62968|B0BN20
Q62968|Q5PPL0
Q62968|Q9JLS3
Q62968|Q63692
Q62976|P02688
Q62968|Q9Z336
Q62968|O35763
Q62968|Q62871
Q62968|P62161
P02688|P62161
Q62968|P08050
Q62968|P68370
P31016|P70478
Q62936|P97839
P26431|Q9Z1Y0
P27049|Q63009
Q8R478|P51974
P14925|Q63285
P14925|P97924
O09171|Q3T1L0
P60517|Q03555
P26433|Q9QX74
P31016|P34926
P31016|P15385
O09171|P34058
O09171|Q6PEC4
Q62968|P60709
Q62968|Q63425
Q62968|Q5BK07
Q64537|Q07009
Q63881|Q8R426
P63041|P32851
Q05546|P07897
P10824|P49799
P37727|P09527
P13599|P07151
P13599|P20760
P53610|Q04631
Q62696|Q62915
P23711|P62161
P25099|P30543
Q5FVN1|P53534
Q5FVN1|P04639
Q5FVN1|P00173
Q5FVN1|P02793
Q5FVN1|P09811
Q5FVN1|P07687
Q5FVN1|P50169
Q5FVN1|P20070
Q5FVN1|P18418
Q5FVN1|P02650
Q5FVN1|P08541
Q5FVN1|P12939
Q5FVN1|P24470
Q5FVN1|P00689
Q5FVN1|P11510
Q5FVN1|O08730
Q5FVN1|P19132
Q5FVN1|P62989
Q5FVN1|P17625
Q5FVN1|P06761
Q5FVN1|P05179
Q5FVN1|P10634
Q5FVN1|Q9ES38
Q5FVN1|P18163
Q5FVN1|Q6IN01
Q5FVN1|P11598
Q5FVN1|D4AEH9
Q63570|P11275
P62193|P11275
Q63347|P11275
P30543|P20272
P80204|P38438
Q63584|P35233
P33535|P07825
P39948|P63321
O35956|O35956
P54282|Q9JIR1
P54282|Q9JIR4
O89089|Q9JIR4
Q9JIR4|O70368
Q811U3|Q9JIR4
D3ZE26|P08592
Q03555|P20236
P08592|Q63053
Q63053|P97887
O35964|O35180
Q63584|D3ZTX0
Q63584|Q5I0E7
O70244|O70244
O08722|O88764
Q8CGU4|P23385
P61972|P61972
O88764|Q9ES19
O88764|P04692
O88764|Q9QYW0
O88764|A1L127
O88764|Q62627
Q00972|P35738
Q32Q06|A6P320
P62332|Q9JJK4
P62332|P16970
P56558|Q9ER24
P27008|Q04666
P27008|Q9JIL8
P27008|Q14TE9
P27008|Q5U328
P27008|Q4KM71
P27008|P13084
P27008|D4A5A6
P27008|P84245
P27008|P62804
P27008|F1M9G7
P27008|Q9JJ10
P27008|P11275
Q04666|D4A5A6
Q04666|F1M9G7
Q04666|Q9JJ10
Q04666|P11275
Q04666|Q4KM71
Q641Z4|P46152
P26801|P33568
P26801|O54772
P70579|C0JPT7
P70579|D3ZKU4
P70579|O70260
P70579|Q62868
P70579|P63281
P70579|D3ZNQ6
P15387|P61959
P15387|Q5XIF4
P15387|Q5I0H3
P15387|P63281
Q4PP99|Q4PP99
Q6AYD6|C0JPT7
Q62638|P13109
D3ZQG6|D3ZQG6
Q920M9|Q920M9
D3ZVH5|D3ZVH5
P63281|D3ZVH5
P20909|Q71SA3
